Family,Genome,Source information,Accession,Date completed,Date updated,Genome length,Number of proteins,Host
Caudovirales,Arthrobacter phage PrincessTrina,-,NC_042053,05/02/2019,05/02/2019,70265 nt,112,bacteria
Caudovirales,Arthrobacter phage Pumancara,-,NC_041945,05/02/2019,05/02/2019,42830 nt,61,bacteria
Caudovirales,Arthrobacter phage Shade,-,NC_042015,05/02/2019,05/02/2019,50930 nt,77,bacteria
Caudovirales,Arthrobacter phage Sonny,-,NC_041933,05/02/2019,05/02/2019,50909 nt,77,bacteria
Caudovirales,Arthrobacter phage Tank,-,NC_041961,05/02/2019,05/02/2019,67592 nt,105,bacteria
Caudovirales,Arthrobacter phage Wayne,-,NC_041946,05/02/2019,05/02/2019,44371 nt,63,bacteria
Caudovirales,Arthrobacter phage vB_ArS-ArV2,-,NC_022972,12/04/2013,08/13/2018,37372 nt,68,bacteria
Caudovirales,Arthrobacter phage vB_ArtM-ArV1,-,NC_026606,03/04/2015,08/13/2018,71200 nt,101,bacteria
Caudovirales,Aurantimonas phage AmM-1,strain:AmM-1,NC_027334,06/24/2015,08/13/2018,47800 nt,67,bacteria
Caudovirales,Azospirillum phage Cd,-,NC_010355,02/19/2008,08/13/2018,62337 nt,95,bacteria
Caudovirales,Bacillus phage 0305phi8-36,-,NC_009760,08/29/2007,08/13/2018,218948 nt,246,bacteria
Caudovirales,Bacillus phage AR9,-,NC_031039,09/23/2016,08/13/2018,251042 nt,291,bacteria
Caudovirales,Bacillus phage Aurora,-,NC_031121,09/23/2016,08/13/2018,25908 nt,40,bacteria
Caudovirales,Bacillus phage AvesoBmore,-,NC_028887,01/05/2016,05/09/2019,167431 nt,301,bacteria
Caudovirales,Bacillus phage B4,-,NC_018863,10/15/2012,05/09/2019,162596 nt,277,bacteria
Caudovirales,Bacillus phage BCD7,-,NC_019515,11/21/2012,08/13/2018,93839 nt,140,bacteria
Caudovirales,Bacillus phage BCJA1c,-,NC_006557,12/17/2004,08/13/2018,41092 nt,58,bacteria
Caudovirales,Bacillus phage BCP78,-,NC_018860,10/15/2012,05/09/2019,156176 nt,227,bacteria
Caudovirales,Bacillus phage BCP8-2,isolate:BCP8-2,NC_027355,06/24/2015,05/10/2019,159071 nt,220,bacteria
Caudovirales,Bacillus phage BPS10C,-,NC_023501,02/27/2014,05/09/2019,159590 nt,271,bacteria
Caudovirales,Bacillus phage BPS13,-,NC_018857,10/15/2012,05/09/2019,158305 nt,268,bacteria
Caudovirales,Bacillus phage BalMu-1,-,NC_030945,09/19/2016,08/13/2018,39873 nt,56,bacteria
Caudovirales,Bacillus phage Bastille,-,NC_018856,10/15/2012,05/09/2019,153962 nt,273,bacteria
Caudovirales,Bacillus phage Bcp1,-,NC_024137,05/27/2014,05/09/2019,152778 nt,229,bacteria
Caudovirales,Bacillus phage Belinda,-,NC_031024,09/23/2016,08/13/2018,162308 nt,295,bacteria
Caudovirales,Bacillus phage BigBertha,-,NC_022769,12/19/2013,05/09/2019,165238 nt,291,bacteria
Caudovirales,Bacillus phage Bobb,-,NC_024792,09/09/2014,05/09/2019,160281 nt,247,bacteria
Caudovirales,Bacillus phage Bp8p-C,-,NC_029121,02/05/2016,05/09/2019,151417 nt,211,bacteria
Caudovirales,Bacillus phage BtCS33,-,NC_018085,06/27/2012,08/13/2018,41992 nt,57,bacteria
Caudovirales,Bacillus phage CAM003,-,NC_024216,06/02/2014,05/09/2019,160541 nt,287,bacteria
Caudovirales,Bacillus phage CP-51,-,NC_025423,11/25/2014,05/09/2019,138658 nt,221,bacteria
Caudovirales,Bacillus phage CampHawk,-,NC_022761,11/08/2013,05/09/2019,146193 nt,231,bacteria
Caudovirales,Bacillus phage Claudi,-,NC_031015,09/23/2016,08/13/2018,26504 nt,46,bacteria
Caudovirales,Bacillus phage DIGNKC,-,NC_031006,09/23/2016,08/13/2018,161552 nt,291,bacteria
Caudovirales,Bacillus phage Deep Blue,-,NC_031056,09/23/2016,05/09/2019,157501 nt,226,bacteria
Caudovirales,Bacillus phage DirtyBetty,-,NC_031054,09/23/2016,08/13/2018,162415 nt,302,bacteria
Caudovirales,Bacillus phage Eldridge,-,NC_030920,09/19/2016,08/13/2018,165868 nt,238,bacteria
Caudovirales,Bacillus phage Evoli,-,NC_024207,06/02/2014,05/09/2019,159656 nt,294,bacteria
Caudovirales,Bacillus phage Eyuki,-,NC_028944,01/05/2016,08/13/2018,162252 nt,300,bacteria
Caudovirales,Bacillus phage Fah,-,NC_007814,03/03/2006,08/13/2018,37974 nt,50,bacteria
Caudovirales,Bacillus phage Gamma,isolate:51,NC_007458,10/05/2005,08/13/2018,37253 nt,53,bacteria
Caudovirales,Bacillus phage Grass,-,NC_022771,12/19/2013,05/10/2019,156648 nt,252,bacteria
Caudovirales,Bacillus phage Hakuna,-,NC_024213,06/02/2014,05/09/2019,158100 nt,294,bacteria
Caudovirales,Bacillus phage Hoody T,-,NC_024205,06/02/2014,05/09/2019,159837 nt,270,bacteria
Caudovirales,Bacillus phage JBP901,-,NC_027352,06/24/2015,05/10/2019,159492 nt,201,bacteria
Caudovirales,Bacillus phage JL,-,NC_028982,01/05/2016,05/09/2019,137918 nt,218,bacteria
Caudovirales,Bacillus phage Kida,-,NC_031012,09/23/2016,08/13/2018,162151 nt,304,bacteria
Caudovirales,Bacillus phage MG-B1,-,NC_021336,06/03/2013,08/13/2018,27190 nt,42,bacteria
Caudovirales,Bacillus phage Mater,-,NC_027366,06/24/2015,05/09/2019,164302 nt,241,bacteria
Caudovirales,Bacillus phage Megatron,-,NC_024211,06/02/2014,05/09/2019,158750 nt,290,bacteria
Caudovirales,Bacillus phage Mgbh1,-,NC_041879,05/02/2019,05/02/2019,58951 nt,80,bacteria
Caudovirales,Bacillus phage Moonbeam,-,NC_027374,06/24/2015,05/09/2019,161239 nt,237,bacteria
Caudovirales,Bacillus phage Nemo,-,NC_031070,09/23/2016,08/13/2018,162375 nt,301,bacteria
Caudovirales,Bacillus phage Nigalana,-,NC_031037,09/23/2016,08/13/2018,163041 nt,302,bacteria
Caudovirales,Bacillus phage NotTheCreek,-,NC_031049,09/23/2016,08/13/2018,161929 nt,296,bacteria
Caudovirales,Bacillus phage PBC1,-,NC_017976,05/31/2012,08/13/2018,41164 nt,50,bacteria
Caudovirales,Bacillus phage PM1,strain:PM1,NC_020883,04/01/2013,08/13/2018,50861 nt,86,bacteria
Caudovirales,Bacillus phage Page,-,NC_022764,01/07/2014,08/13/2018,39874 nt,50,bacteria
Caudovirales,Bacillus phage Palmer,-,NC_028926,01/05/2016,08/13/2018,40000 nt,50,bacteria
Caudovirales,Bacillus phage Pascal,-,NC_027372,06/24/2015,08/13/2018,39639 nt,50,bacteria
Caudovirales,Bacillus phage Pavlov,-,NC_028782,01/05/2016,08/13/2018,40024 nt,50,bacteria
Caudovirales,Bacillus phage PfEFR-5,-,NC_031055,09/23/2016,08/13/2018,43773 nt,68,bacteria
Caudovirales,Bacillus phage Phrodo,-,NC_031100,09/23/2016,08/13/2018,164443 nt,288,bacteria
Caudovirales,Bacillus phage Pony,-,NC_022770,12/19/2013,08/13/2018,39844 nt,48,bacteria
Caudovirales,Bacillus phage Pookie,-,NC_027394,06/24/2015,08/13/2018,40214 nt,52,bacteria
Caudovirales,Bacillus phage Riley,-,NC_024788,09/09/2014,05/09/2019,162816 nt,290,bacteria
Caudovirales,Bacillus phage SIOphi,-,NC_042133,05/02/2019,05/10/2019,146698 nt,206,bacteria
Caudovirales,Bacillus phage SP-10,-,NC_019487,11/16/2012,08/13/2018,143986 nt,236,bacteria
Caudovirales,Bacillus phage SP-15,-,NC_031245,09/27/2016,06/04/2019,221908 nt,317,bacteria
Caudovirales,Bacillus phage SPG24,strain:SPG24,NC_030903,09/19/2016,05/07/2019,152069 nt,34,bacteria
Caudovirales,Bacillus phage SPP1,-,NC_004166,01/08/1998,08/13/2018,44010 nt,97,bacteria
Caudovirales,Bacillus phage SageFayge,-,NC_031027,09/23/2016,08/13/2018,162359 nt,300,bacteria
Caudovirales,Bacillus phage SalinJah,-,NC_031034,09/23/2016,08/13/2018,161140 nt,292,bacteria
Caudovirales,Bacillus phage Shanette,-,NC_028983,01/05/2016,05/09/2019,138877 nt,220,bacteria
Caudovirales,Bacillus phage Shbh1,-,NC_030925,09/19/2016,05/09/2019,138081 nt,177,bacteria
Caudovirales,Bacillus phage Slash,-,NC_022774,04/10/2014,08/13/2018,80382 nt,111,bacteria
Caudovirales,Bacillus phage Spock,-,NC_022763,12/19/2013,05/09/2019,164297 nt,283,bacteria
Caudovirales,Bacillus phage Stahl,-,NC_028856,01/05/2016,08/13/2018,80148 nt,110,bacteria
Caudovirales,Bacillus phage Staley,-,NC_022767,12/19/2013,08/13/2018,81656 nt,113,bacteria
Caudovirales,Bacillus phage Stills,-,NC_028777,01/05/2016,08/13/2018,80798 nt,110,bacteria
Caudovirales,Bacillus phage Stitch,-,NC_031032,09/23/2016,08/13/2018,24320 nt,36,bacteria
Caudovirales,Bacillus phage TP21-L,-,NC_011645,12/09/2008,08/13/2018,37456 nt,56,bacteria
Caudovirales,Bacillus phage Troll,-,NC_022088,08/17/2013,05/09/2019,163019 nt,289,bacteria
Caudovirales,Bacillus phage TsarBomba,-,NC_028890,01/05/2016,05/09/2019,162486 nt,247,bacteria
Caudovirales,Bacillus phage VMY22,-,NC_028789,01/05/2016,06/04/2019,18609 nt,25,bacteria
Caudovirales,Bacillus phage W.Ph.,-,NC_016563,01/10/2012,05/09/2019,156897 nt,274,bacteria
Caudovirales,Bacillus phage Waukesha92,-,NC_025424,11/10/2014,08/13/2018,45648 nt,72,bacteria
Caudovirales,Bacillus phage Zuko,-,NC_031116,09/23/2016,08/13/2018,163345 nt,294,bacteria
Caudovirales,Bacillus phage phIS3501,-,NC_019502,11/21/2012,08/13/2018,44401 nt,51,bacteria
Caudovirales,Bacillus phage phi105,-,NC_004167,01/08/1999,08/13/2018,39325 nt,51,bacteria
Caudovirales,Bacillus phage phi4B1,-,NC_028886,01/05/2016,08/13/2018,38663 nt,56,bacteria
Caudovirales,Bacillus phage phi4J1,-,NC_029008,01/05/2016,08/13/2018,41486 nt,67,bacteria
Caudovirales,Bacillus phage phiAGATE,-,NC_020081,02/05/2013,05/10/2019,149844 nt,210,bacteria
Caudovirales,Bacillus phage phiCM3,-,NC_023599,03/04/2014,08/13/2018,38772 nt,56,bacteria
Caudovirales,Bacillus phage phiNIT1,strain:phiNIT1,NC_021856,07/23/2013,05/09/2019,155631 nt,219,bacteria
Caudovirales,Bacillus phage vB_BanS-Tsamsa,-,NC_023007,12/09/2013,08/13/2018,168876 nt,272,bacteria
Caudovirales,Bacillus phage vB_BceM_Bc431v3,-,NC_020873,04/01/2013,05/09/2019,158621 nt,238,bacteria
Caudovirales,Bacillus phage vB_BhaS-171,-,NC_030904,09/19/2016,08/13/2018,38975 nt,67,bacteria
Caudovirales,Bacillus phage vB_BtS_BMBtp3,-,NC_028748,01/05/2016,08/13/2018,51366 nt,76,bacteria
Caudovirales,Bacillus virus 1,-,NC_009737,08/10/2007,08/13/2018,35055 nt,54,bacteria
Caudovirales,Bacillus virus 250,-,NC_029024,01/05/2016,08/13/2018,56505 nt,54,bacteria
Caudovirales,Bacillus virus Andromeda,-,NC_020478,03/12/2013,08/13/2018,49259 nt,79,bacteria
Caudovirales,Bacillus virus B103,-,NC_004165,07/13/1996,08/13/2018,18630 nt,17,bacteria
Caudovirales,Bacillus virus BM15,-,NC_042140,05/09/2019,05/09/2019,165213 nt,266,bacteria
Caudovirales,Bacillus virus BMBtp2,-,NC_019912,12/19/2012,08/13/2018,36932 nt,53,bacteria
Caudovirales,Bacillus virus Blastoid,-,NC_022773,12/19/2013,08/13/2018,50354 nt,79,bacteria
Caudovirales,Bacillus virus Curly,-,NC_020479,03/12/2013,08/13/2018,49425 nt,77,bacteria
Caudovirales,Bacillus virus Eoghan,-,NC_020477,03/12/2013,08/13/2018,49458 nt,75,bacteria
Caudovirales,Bacillus virus Finn,-,NC_020480,03/12/2013,08/13/2018,50161 nt,77,bacteria
Caudovirales,Bacillus virus G,strain:G,NC_023719,03/11/2014,08/13/2018,497513 nt,675,bacteria
Caudovirales,Bacillus virus GA1,-,NC_002649,09/28/1996,08/13/2018,21129 nt,35,bacteria
Caudovirales,Bacillus virus Glittering,-,NC_022766,12/19/2013,08/13/2018,49246 nt,78,bacteria
Caudovirales,Bacillus virus IEBH,-,NC_011167,08/25/2008,08/13/2018,53104 nt,86,bacteria
Caudovirales,Bacillus virus PBS1,-,NC_043027,06/28/2019,06/28/2019,252197 nt,311,bacteria
Caudovirales,Bacillus virus Riggi,-,NC_022765,12/19/2013,08/13/2018,49836 nt,79,bacteria
Caudovirales,Bacillus virus SPO1,-,NC_011421,10/27/2008,06/04/2019,132562 nt,204,bacteria
Caudovirales,Bacillus virus SPbeta,-,NC_001884,04/06/1998,08/13/2018,134416 nt,185,bacteria
Caudovirales,Bacillus virus Taylor,-,NC_041858,05/02/2019,05/02/2019,49492 nt,75,bacteria
Caudovirales,Bacillus virus Wbeta,-,NC_007734,01/25/2006,08/13/2018,40867 nt,53,bacteria
Caudovirales,Bacillus virus phi29,-,NC_011048,07/11/2008,08/13/2018,19282 nt,27,bacteria
Caudovirales,Bacteriophage APSE-2,isolate:T5A,NC_011551,11/12/2008,08/13/2018,39867 nt,41,bacteria
Caudovirales,Bacteriophage Lily,-,NC_028841,01/05/2016,08/13/2018,44952 nt,74,bacteria
Caudovirales,Bacteroides phage B124-14,-,NC_016770,01/10/2012,08/13/2018,47159 nt,68,bacteria
Caudovirales,Bacteroides phage B40-8,culture-collection:ATCC:51477-B1,NC_011222,09/12/2008,08/13/2018,44929 nt,46,bacteria
Caudovirales,Bdellovibrio phage phi1402,-,NC_015721,06/29/2011,08/13/2018,23931 nt,42,bacteria
Caudovirales,Bdellovibrio phage phi1422,-,NC_019525,11/21/2012,08/13/2018,45354 nt,76,bacteria
Caudovirales,Bordetella virus BPP1,-,NC_005357,01/23/2004,08/13/2018,42493 nt,49,bacteria
Caudovirales,Brevibacillus phage Abouo,-,NC_029029,01/05/2016,08/13/2018,45552 nt,94,bacteria
Caudovirales,Brevibacillus phage Davies,-,NC_022980,04/10/2014,08/13/2018,45798 nt,94,bacteria
Caudovirales,Brevibacillus phage Jenst,-,NC_028805,01/05/2016,08/13/2018,126341 nt,178,bacteria
Caudovirales,Brevibacillus phage Jimmer1,-,NC_029104,02/05/2016,08/13/2018,54312 nt,103,bacteria
Caudovirales,Brevibacillus phage Jimmer2,-,NC_041976,05/02/2019,05/02/2019,54312 nt,103,bacteria
Caudovirales,Brevibacillus phage Osiris,-,NC_028969,01/05/2016,08/13/2018,52955 nt,103,bacteria
Caudovirales,Brevibacillus phage Sundance,-,NC_028749,01/05/2016,08/13/2018,134270 nt,194,bacteria
Caudovirales,Brochothrix phage A9,-,NC_015253,03/29/2011,05/10/2019,127065 nt,199,bacteria
Caudovirales,Brochothrix phage BL3,-,NC_015254,04/01/2011,08/13/2018,41518 nt,67,bacteria
Caudovirales,Brochothrix phage NF5,-,NC_015252,03/29/2011,08/13/2018,36953 nt,58,bacteria
Caudovirales,Brucella phage BiPBO1,isolate:BiPBO1,NC_031264,09/27/2016,08/13/2018,46877 nt,86,bacteria
Caudovirales,Brucella phage Pr,-,NC_019447,11/16/2012,08/13/2018,38253 nt,57,bacteria
Caudovirales,Brucella phage Tb,-,NC_019446,11/16/2012,08/13/2018,41148 nt,58,bacteria
Caudovirales,Burkholderia phage AH2,-,NC_018283,08/06/2012,08/13/2018,58065 nt,78,bacteria
Caudovirales,Burkholderia phage Bcep176,-,NC_007497,10/19/2005,08/13/2018,44856 nt,81,bacteria
Caudovirales,Burkholderia phage BcepB1A,-,NC_005886,06/14/2004,08/13/2018,47399 nt,73,bacteria
Caudovirales,Burkholderia phage BcepGomr,-,NC_009447,05/09/2007,08/13/2018,52414 nt,75,bacteria
Caudovirales,Burkholderia phage BcepNazgul,-,NC_005091,09/13/2003,08/13/2018,57455 nt,73,bacteria
Caudovirales,Burkholderia phage JG068,-,NC_022916,11/26/2013,08/13/2018,41604 nt,49,bacteria
Caudovirales,Burkholderia phage KL1,-,NC_018278,08/06/2012,08/13/2018,42832 nt,55,bacteria
Caudovirales,Burkholderia phage KL3,-,NC_015266,03/29/2011,08/13/2018,40555 nt,52,bacteria
Caudovirales,Burkholderia phage KS10,-,NC_011216,09/10/2008,08/13/2018,37635 nt,49,bacteria
Caudovirales,Burkholderia phage KS14,-,NC_015273,03/29/2011,08/13/2018,32317 nt,44,bacteria
Caudovirales,Burkholderia phage KS5,-,NC_015265,03/29/2011,08/13/2018,37236 nt,46,bacteria
Caudovirales,Burkholderia phage KS9,strain:KS9,NC_013055,08/03/2009,08/13/2018,39896 nt,50,bacteria
Caudovirales,Burkholderia phage ST79,-,NC_021343,06/03/2013,08/13/2018,35430 nt,49,bacteria
Caudovirales,Burkholderia virus Bcep1,-,NC_005263,12/03/2003,08/13/2018,48177 nt,71,bacteria
Caudovirales,Burkholderia virus Bcep22,-,NC_005262,12/03/2003,08/13/2018,63882 nt,77,bacteria
Caudovirales,Burkholderia virus Bcep43,-,NC_005342,01/21/2004,08/13/2018,48024 nt,65,bacteria
Caudovirales,Burkholderia virus Bcep781,-,NC_004333,10/07/2002,08/13/2018,48247 nt,66,bacteria
Caudovirales,Burkholderia virus BcepC6B,-,NC_005887,06/14/2004,08/13/2018,42415 nt,46,bacteria
Caudovirales,Burkholderia virus BcepF1,-,NC_009015,02/20/2007,08/13/2018,72415 nt,127,bacteria
Caudovirales,Burkholderia virus BcepMu,-,NC_005882,06/14/2004,08/13/2018,36748 nt,53,bacteria
Caudovirales,Burkholderia virus BcepNY3,-,NC_009604,06/27/2007,08/13/2018,47382 nt,70,bacteria
Caudovirales,Burkholderia virus Bcepil02,-,NC_012743,06/02/2009,08/13/2018,62715 nt,76,bacteria
Caudovirales,Burkholderia virus Bcepmigl,-,NC_019917,12/19/2012,08/13/2018,62952 nt,75,bacteria
Caudovirales,Burkholderia virus DC1,-,NC_018452,08/20/2012,08/13/2018,61847 nt,73,bacteria
Caudovirales,Burkholderia virus phi1026b,-,NC_005284,12/05/2003,06/04/2019,54865 nt,83,bacteria
Caudovirales,Burkholderia virus phi52237,-,NC_007145,06/24/2005,08/13/2018,37639 nt,47,bacteria
Caudovirales,Burkholderia virus phi6442,-,NC_009235,03/30/2007,08/13/2018,48674 nt,71,bacteria
Caudovirales,Burkholderia virus phiE122,-,NC_009236,03/30/2007,08/13/2018,36690 nt,50,bacteria
Caudovirales,Burkholderia virus phiE125,-,NC_003309,12/11/2001,08/13/2018,53373 nt,71,bacteria
Caudovirales,Burkholderia virus phiE202,-,NC_009234,03/30/2007,08/13/2018,35741 nt,48,bacteria
Caudovirales,Burkholderia virus phiE255,-,NC_009237,03/30/2007,08/13/2018,37446 nt,55,bacteria
Caudovirales,Campylobacter phage CP30A,-,NC_018861,10/15/2012,08/13/2018,133572 nt,162,bacteria
Caudovirales,Campylobacter phage PC14,strain:PC14,NC_031909,11/15/2016,08/13/2018,134927 nt,171,bacteria
Caudovirales,Campylobacter phage vB_CjeM_Los1,-,NC_041896,05/02/2019,05/02/2019,134073 nt,169,bacteria
Caudovirales,Campylobacter virus CP21,-,NC_019507,08/03/2012,08/13/2018,182833 nt,257,bacteria
Caudovirales,Campylobacter virus CP220,-,NC_027997,04/07/2010,08/13/2018,177534 nt,194,bacteria
Caudovirales,Campylobacter virus CP81,-,NC_042112,08/09/2011,05/02/2019,132454 nt,181,bacteria
Caudovirales,Campylobacter virus CPX,-,NC_016562,01/10/2012,08/13/2018,132662 nt,149,bacteria
Caudovirales,Campylobacter virus CPt10,-,NC_027996,04/07/2010,08/16/2018,175720 nt,196,bacteria
Caudovirales,Campylobacter virus NCTC12673,-,NC_015464,05/11/2011,08/13/2018,135041 nt,166,bacteria
Caudovirales,Caulobacter phage CcrColossus,-,NC_019406,11/13/2012,08/13/2018,279967 nt,448,bacteria
Caudovirales,Caulobacter phage Cr30,-,NC_025422,11/25/2014,08/13/2018,155997 nt,286,bacteria
Caudovirales,Caulobacter phage Percy,-,NC_029092,02/05/2016,08/13/2018,44974 nt,55,bacteria
Caudovirales,Caulobacter virus Karma,-,NC_019410,11/13/2012,08/13/2018,221828 nt,353,bacteria
Caudovirales,Caulobacter virus Magneto,-,NC_019407,11/13/2012,08/13/2018,218929 nt,347,bacteria
Caudovirales,Caulobacter virus Rogue,-,NC_019408,11/13/2012,08/13/2018,223720 nt,350,bacteria
Caudovirales,Caulobacter virus Swift,-,NC_019411,11/13/2012,08/13/2018,219216 nt,343,bacteria
Caudovirales,Caulobacter virus phiCbK,-,NC_019405,11/13/2012,08/13/2018,215710 nt,338,bacteria
Caudovirales,Celeribacter phage P12053L,-,NC_018280,08/06/2012,08/13/2018,38889 nt,56,bacteria
Caudovirales,Cellulophaga phage phi10:1,strain:phi10:1,NC_021802,07/23/2013,08/13/2018,53664 nt,106,bacteria
Caudovirales,Cellulophaga phage phi12:1,strain:phi12:1,NC_021791,07/23/2013,08/13/2018,39148 nt,64,bacteria
Caudovirales,Cellulophaga phage phi13:2,strain:phi13:2,NC_021803,07/23/2013,08/13/2018,72369 nt,127,bacteria
Caudovirales,Cellulophaga phage phi14:2,strain:phi14:2,NC_021806,07/23/2013,08/13/2018,100418 nt,133,bacteria
Caudovirales,Cellulophaga phage phi17:1,strain:phi17:1,NC_021795,07/23/2013,08/13/2018,38776 nt,65,bacteria
Caudovirales,Cellulophaga phage phi17:2,strain:phi17:2,NC_021798,07/23/2013,08/13/2018,145343 nt,198,bacteria
Caudovirales,Cellulophaga phage phi18:1,strain:phi18:1,NC_021790,07/23/2013,08/13/2018,39189 nt,65,bacteria
Caudovirales,Cellulophaga phage phi18:3,strain:phi18:3,NC_021794,07/23/2013,08/13/2018,71443 nt,123,bacteria
Caudovirales,Cellulophaga phage phi19:1,strain:phi19:1,NC_021799,07/23/2013,08/13/2018,57447 nt,114,bacteria
Caudovirales,Cellulophaga phage phi19:3,strain:phi19:3,NC_021789,07/23/2013,08/13/2018,75994 nt,129,bacteria
Caudovirales,Cellulophaga phage phi38:1,strain:phi38:1,NC_021796,07/23/2013,08/13/2018,72534 nt,101,bacteria
Caudovirales,Cellulophaga phage phi39:1,strain:phi39:1,NC_021804,07/23/2013,08/13/2018,28760 nt,48,bacteria
Caudovirales,Cellulophaga phage phi46:1,strain:phi46:1,NC_021800,07/23/2013,08/13/2018,34844 nt,54,bacteria
Caudovirales,Cellulophaga phage phi46:3,strain:phi46:3,NC_021792,07/23/2013,08/13/2018,72961 nt,121,bacteria
Caudovirales,Cellulophaga phage phi4:1,strain:phi4:1,NC_021788,07/23/2013,08/13/2018,145865 nt,197,bacteria
Caudovirales,Cellulophaga phage phiSM,strain:phiSM,NC_020860,03/30/2013,08/13/2018,44557 nt,59,bacteria
Caudovirales,Cellulophaga phage phiST,strain:phiST,NC_020842,03/30/2013,08/13/2018,79114 nt,104,bacteria
Caudovirales,Citrobacter phage CF1 ERZ-2017,-,NC_042067,05/02/2019,05/02/2019,171911 nt,306,bacteria
Caudovirales,Citrobacter phage CR44b,-,NC_023576,01/30/2014,08/13/2018,39207 nt,57,bacteria
Caudovirales,Citrobacter phage CR8,-,NC_023548,01/30/2014,08/13/2018,39651 nt,57,bacteria
Caudovirales,Citrobacter phage CVT22,-,NC_027988,10/07/2015,08/13/2018,47636 nt,83,bacteria
Caudovirales,Citrobacter phage IME-CF2,-,NC_029013,01/05/2016,08/13/2018,177688 nt,263,bacteria
Caudovirales,Citrobacter phage Margaery,-,NC_028755,01/05/2016,08/13/2018,178182 nt,280,bacteria
Caudovirales,Citrobacter phage Merlin,-,NC_028857,01/05/2016,08/13/2018,172733 nt,303,bacteria
Caudovirales,Citrobacter phage Michonne,-,NC_028247,12/27/2015,08/13/2018,90000 nt,143,bacteria
Caudovirales,Citrobacter phage Miller,-,NC_025414,11/10/2014,08/13/2018,178171 nt,277,bacteria
Caudovirales,Citrobacter phage Moogle,-,NC_027293,06/19/2015,08/13/2018,87999 nt,126,bacteria
Caudovirales,Citrobacter phage Moon,-,NC_027331,06/24/2015,08/13/2018,170341 nt,298,bacteria
Caudovirales,Citrobacter phage Mordin,-,NC_041977,05/02/2019,05/02/2019,89596 nt,138,bacteria
Caudovirales,Citrobacter phage SH1,-,NC_031066,09/23/2016,08/13/2018,39434 nt,53,bacteria
Caudovirales,Citrobacter phage SH2,-,NC_031092,09/23/2016,08/13/2018,39158 nt,53,bacteria
Caudovirales,Citrobacter phage SH3,-,NC_031123,09/23/2016,08/13/2018,39444 nt,49,bacteria
Caudovirales,Citrobacter phage SH4,-,NC_031018,09/23/2016,08/13/2018,39274 nt,49,bacteria
Caudovirales,Citrobacter phage phiCFP-1,-,NC_028880,01/05/2016,08/13/2018,38625 nt,43,bacteria
Caudovirales,Citrobacter phage vB_CfrM_CfP1,-,NC_031057,09/23/2016,08/13/2018,180219 nt,273,bacteria
Caudovirales,Citrobacter virus Stevie,-,NC_027350,06/24/2015,08/13/2018,49816 nt,90,bacteria
Caudovirales,Clavibacter phage CMP1,-,NC_013698,12/30/2009,08/13/2018,58652 nt,74,bacteria
Caudovirales,Clavibacter phage CN1A,-,NC_023549,03/04/2014,08/13/2018,56789 nt,78,bacteria
Caudovirales,Clostridium phage CDMH1,-,NC_024144,03/31/2014,08/13/2018,54279 nt,84,bacteria
Caudovirales,Clostridium phage PhiS63,-,NC_017978,05/29/2012,08/13/2018,33609 nt,43,bacteria
Caudovirales,Clostridium phage c-st,-,NC_007581,11/04/2005,08/13/2018,185683 nt,198,bacteria
Caudovirales,Clostridium phage phi24R,isolate:phi24R,NC_019523,11/21/2012,08/13/2018,18919 nt,22,bacteria
Caudovirales,Clostridium phage phi3626,-,NC_003524,04/02/2002,08/13/2018,33507 nt,50,bacteria
Caudovirales,Clostridium phage phi8074-B1,-,NC_019924,12/19/2012,08/13/2018,47595 nt,82,bacteria
Caudovirales,Clostridium phage phiCD111,-,NC_028905,12/11/2014,08/13/2018,41560 nt,55,bacteria
Caudovirales,Clostridium phage phiCD146,-,NC_028958,12/11/2014,08/13/2018,41507 nt,52,bacteria
Caudovirales,Clostridium phage phiCD211,-,NC_029048,12/11/2014,08/13/2018,131704 nt,190,bacteria
Caudovirales,Clostridium phage phiCD38-2,-,NC_015568,05/23/2011,08/13/2018,41090 nt,55,bacteria
Caudovirales,Clostridium phage phiCD481-1,-,NC_028951,12/11/2014,08/13/2018,32846 nt,54,bacteria
Caudovirales,Clostridium phage phiCD505,-,NC_028764,12/11/2014,08/13/2018,49316 nt,76,bacteria
Caudovirales,Clostridium phage phiCD506,-,NC_028838,12/11/2014,08/13/2018,33274 nt,53,bacteria
Caudovirales,Clostridium phage phiCD6356,-,NC_015262,03/21/2011,08/13/2018,37664 nt,59,bacteria
Caudovirales,Clostridium phage phiCDHM11,-,NC_029001,08/20/2015,08/13/2018,32000 nt,49,bacteria
Caudovirales,Clostridium phage phiCDHM13,-,NC_029116,09/11/2014,08/13/2018,33596 nt,50,bacteria
Caudovirales,Clostridium phage phiCDHM19,-,NC_028996,09/11/2014,08/13/2018,54295 nt,88,bacteria
Caudovirales,Clostridium phage phiCP13O,-,NC_019506,11/21/2012,08/13/2018,38329 nt,55,bacteria
Caudovirales,Clostridium phage phiCP26F,strain:CP26F,NC_019496,11/21/2012,08/13/2018,39188 nt,49,bacteria
Caudovirales,Clostridium phage phiCP34O,-,NC_019508,11/21/2012,08/13/2018,38309 nt,52,bacteria
Caudovirales,Clostridium phage phiCP39-O,-,NC_011318,10/02/2008,08/16/2018,38753 nt,62,bacteria
